text|url|label
Tesko je da se da neka precizna dijagnoza, jer ima najmanje tri cak mozda i vise, pa je tesko, ali moje misljenje je da je u pitanju neki novi fenomen ludila... Jedino sto se na osnovu vizuelnog posmatranja moze utvrditi da je isti tata, onaj sto se pojavio na par fotogravija ne znam mu ime ali nije Vucic...|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
Gebels se vratio iz mrtvih.|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
Ima on svojih mana, kao i svi mi. Ja sam neko ko je protiv njegove vlasti, ali mi ne pada napamet da palim svoju zemlju, da razbijam drugome izloge, kola, da blokiram skole, fakultete i druge institucije . To sto sam protiv SNS-a,ne znaci da sam protiv svoje zemlje, a ovi sto razbijaju i blokiraju zemlju, pa za njih ni u ludilu necu biti !|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
Гори је чак и од Тита, наставља његов посао против српског народа.|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
Tito je mala maca za ovoga , čarobnjak iz Oza|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
Он нас уништи више него тито..!!|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
Не зна се који је гори, Тито није дао Србима да се врате на Космет после другог светског рата, а овај довршава издају Космета Бриселским и Охридским споразумима. Обојица против српског народа.|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
100 godine ziv bio iza resetaka|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
Žiiiiiiiiiiveo do kraja života u ZABELI, sve uključeno u aranžman .|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
Ovom više ni majka ne veruje|https://www.youtube.com/watch?v=7686dSc-alA|PROTIV-VLASTI
Ћаци, где ти књига ћаци?|https://www.youtube.com/watch?v=BFwzxYam6Ic|PROTIV-VLASTI
Kad ćaci glumi da je normalan|https://www.youtube.com/watch?v=BFwzxYam6Ic|PROTIV-VLASTI
Pa gdje nađu ovakve?U stvari da su normalni ne bi bili ćaciji.|https://www.youtube.com/watch?v=BFwzxYam6Ic|PROTIV-VLASTI
"""Studenti iz ćaci buvljaka"" Ovo je srsmota za celu Srbiju!!"|https://www.youtube.com/watch?v=BFwzxYam6Ic|PROTIV-VLASTI
Lepi i slozni narod srbije.protiv lopova,bahatosti i bandita. Posle toga je Vučic reko da su se bogati okupili ološ jedan.|https://www.youtube.com/watch?v=GsXOqogj_co|PROTIV-VLASTI
SAMO HRABRO UZDIGNUTE GLAVE DO SLOBODE!|https://www.youtube.com/watch?v=GsXOqogj_co|PROTIV-VLASTI
Uništite Satanu u korenu,da nikada više ne nikne to zlo!!!!|https://www.youtube.com/watch?v=GsXOqogj_co|PROTIV-VLASTI
POSLE SVEGA STA SE JUCE DOGODILO U BEOGRADU SADA SAM JOS PONOSNIJA NA STUDENTE I SAV PRAVDOLJUBIVI SRBSKI NAROD KOJI JE TAMO BIO.|https://www.youtube.com/watch?v=GsXOqogj_co|PROTIV-VLASTI
Последњи самосвесни народ у Европи, . Надам се да би се Бора радовао да је ово видео, ако је био искрен, а не Титов пионир. Сад више није ни важно, друго је време, Срби су скинули паучину с очију и ваљда се више никад неће делити на леве и десне.|https://www.youtube.com/watch?v=GsXOqogj_co|PROTIV-VLASTI
NEMAMO MI VEĆEG TROJANSKOG KONJA I IZDAJNIKA OD OSKARA HULjE !!!! UNIŠTAVA SRBIJU I PRAVOSLAVLJE !!!!|https://www.youtube.com/watch?v=GsXOqogj_co|PROTIV-VLASTI
Kosovo ste mirno predali, zato ste tu da bijete nasu decu, gospodine jel imate vi decu.|https://www.youtube.com/watch?v=heB9XHhlzyM|PROTIV-VLASTI
Jel se vi ponasate u skladu zakona i ustava? Vucic predao kosmet za svaku tacku prekrstio ustav, prodao nase resorse vodu, zemlju, poljoprivredu, ubacuje mafijase u policiju, kriv za 1000 korupcija, cak i koje ubijaju. Vi ste dali zakletvu narodu a ne vucicu|https://www.youtube.com/watch?v=heB9XHhlzyM|PROTIV-VLASTI
Sramota ko vodi drzavu|https://www.youtube.com/watch?v=heB9XHhlzyM|PROTIV-VLASTI
"Tema foruma da bude ,,kako sam unistio buducnost jedne zemlje za vek vekova""?!"|https://www.youtube.com/watch?v=Je_3j5u7NBU|PROTIV-VLASTI
Normalno je da imas njihovu podrsku kad si priznao Kosovske pasose izdajo trampovom sinu poklanjas zemlju da gradi hotel u centru BG|https://www.youtube.com/watch?v=Je_3j5u7NBU|PROTIV-VLASTI
Ovog čoveka treba zatvoriti, u ludnici ili zatvoru, svejedno!|https://www.youtube.com/watch?v=Je_3j5u7NBU|PROTIV-VLASTI
SNS GOVNA LOPOVSKA SMRDLJIVA|https://www.youtube.com/watch?v=Je_3j5u7NBU|PROTIV-VLASTI
Pa dilkane ja imam ideju da ti napravis jedan forum u Zabeli,sa sve tvojim poltronima i sisaca i lajavaca...bice to velicanstveni skup..vi onako zvalavi,buljavi i kvarni..ne moze da ispadne gore..eto a mi mislili da to bude iznenadjenje..ali cisto da isplaniras ,upisi u agendu..da si u to vreme zauzet|https://www.youtube.com/watch?v=Je_3j5u7NBU|PROTIV-VLASTI
Kakav je ovo šizofrenik, jadni mi sa njim.|https://www.youtube.com/watch?v=Je_3j5u7NBU|PROTIV-VLASTI
Što ga rodi majka , što ga rodi , da narod svoj opljačka, umjesto da ga vodi !!!!|https://www.youtube.com/watch?v=Je_3j5u7NBU|PROTIV-VLASTI
Huljo, kada ćeš napisati knjigu : KAKO I ZAŠTO SAM IZDAO KOSOVO ?!!!Da Bog Da Da Ti se osuši ruka , kada si je stavio na Sveto Jevanjđelje i zakleo se NAD NJIM !!!|https://www.youtube.com/watch?v=Je_3j5u7NBU|PROTIV-VLASTI
Nenadležno obraćalo. Veleizdajnik.|https://www.youtube.com/watch?v=Je_3j5u7NBU|PROTIV-VLASTI
TEŠKI BOLESNIK!|https://www.youtube.com/watch?v=Je_3j5u7NBU|PROTIV-VLASTI
Oni će da te vide a tvoj narod ne može očima da te vide jbo te vučićević i informer.|https://www.youtube.com/watch?v=Je_3j5u7NBU|PROTIV-VLASTI
Milijardu evra je ukradeno samo od rekonstrukcije 108 kilometara pruge, druge investicije da ne pominjemo?! Nista nije skupo da se banda skloni sa vlasti, svaki dan sa njim je mnogo skuplji|https://www.youtube.com/watch?v=Je_3j5u7NBU|PROTIV-VLASTI
Žvalavi je definitivno lud.|https://www.youtube.com/watch?v=Je_3j5u7NBU|PROTIV-VLASTI
Ala je žvalavi puko|https://www.youtube.com/watch?v=Je_3j5u7NBU|PROTIV-VLASTI
Nema tebe Vučko dogodine, i ti i tvoj pajdo Vepar iz Laktaša ćete biti na političkom smetlištu !|https://www.youtube.com/watch?v=Je_3j5u7NBU|PROTIV-VLASTI
Izaci ce vojska sama da vas sve pohapsi. Bando korumpirana i bolesna.|https://www.youtube.com/watch?v=Je_3j5u7NBU|PROTIV-VLASTI
Ja imam ideju da vratis sve pare sto si pokrao i da odes tamo i ne vratis se vise nikada. Ili da te ovde cerece ti vidi sta ti je bolje.|https://www.youtube.com/watch?v=Je_3j5u7NBU|PROTIV-VLASTI
Šifrovani, JEDI G.. NA, gde su te pare, zašto ih ne nađu???Za Đilasove pare se zna gde su, zašto od njega to ne tražiš?|https://www.youtube.com/watch?v=Je_3j5u7NBU|PROTIV-VLASTI
Žvalavi u zatvor!!!|https://www.youtube.com/watch?v=Je_3j5u7NBU|PROTIV-VLASTI
Pumpaj narode do kraja|https://www.youtube.com/watch?v=kgvhjhlVHE4|PROTIV-VLASTI
Živeli deco studenti , pravdoljubivi narode Srbije braćo,sestre,očevi majke ,ratni veterani, rokeri ,bajkeri !!!!!!! Molim vas oprostite mojoj malenkosti što nisam došao na ovaj Veličanstveni skup ! Živeli ,|https://www.youtube.com/watch?v=kgvhjhlVHE4|PROTIV-VLASTI
Kakav Štakor,Kreten Žvaljo|https://www.youtube.com/watch?v=oNt6i6qo3fI|PROTIV-VLASTI
Хахаха лаже чим зине! Од наших пара их довлачи јадне аутобусима и храни буђавим сендвичима. Робијаће хуља!|https://www.youtube.com/watch?v=oNt6i6qo3fI|PROTIV-VLASTI
Sto ne ukljucis komentare na svom kanalu gnjido pa da vidi svet kako si popularan u svojoj zemlji. Mrzi te 70% stanovnistva.|https://www.youtube.com/watch?v=oNt6i6qo3fI|PROTIV-VLASTI
Lazovcino!!|https://www.youtube.com/watch?v=oNt6i6qo3fI|PROTIV-VLASTI
Cim pogleda u pod smislja laz, bolesnik psihopata|https://www.youtube.com/watch?v=oNt6i6qo3fI|PROTIV-VLASTI
RTS=Informer Hulju na Robiju!|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
RTS na lomaču.|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
Bravo studenti Probudili ste ono najlepše u narodu, a pre svega empatiju Kada sam pre 9 godina napustio Srbiju, ova država je bila nacija mumija. Niko na ništa nije reagovao...|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
Лустрација !!!!|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
Ukinuti RTS pod hitno! A zatim Pink i Happy i sve ostale trovačnice|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
Pumpaj breeee,idemo do krajaaaa!|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
ПУМПАЈ!!!|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
РТС је злочиначка институција која служи крвницима српског народа.|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
Caci ima prosek 10|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
Rts je leglo korupcije, otimanja para od naroda a za uzvrat dobijamo lazi servirane od ove pokvarene vlasti. Ljudi koji tamo rade odavno nemaju dostojanstvo.|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
Studneti su 5 korak ispred njih tako da samo nastavite,ako imate podrsku Novaka Djokovica Zeljka Obradovica Vanje Grbica Bogdana Bogdanovica Dejana Bodiroge Nemanje Vidica i ostalih nasih svetskih imena! Zar je bitno sta ce diktator reci? VUCICU PEDERU|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
Na zid srama,idemo studenti do pobede|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
PUMPAJTE STUDENTI DO POBEDE! Svaka cast!!!|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
ПУМПАЈ багру лоповску гамад!!! На робију сви од оскара до последњег ћација, а сад ДИНСТАЈ смрадине распале!!!|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
Ghost u pozadini Samo udrite lutkice pametne i moćne, PUMPAJTE|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
RTS je tu da sprovodi Lazi zvalavog bolesnika.|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
A šta nam se dešava iza leđa dok su protesti u toku na to niko ne obraća pažnju. Kao što znamo kada god se dešava nešto u državi odlična je prilika kada nam je pažnja skrenuta da rade svoje prljave poslove. Kao npr nenormalna seča šuma, prvi je nacionalni park Fuška Gora. U toj šumi gde je prvi stepen zaštite, gde ne sme da se dira ni drvo koje je samo palo, istrulilo, oni sve seku, uništavaju sve živo a pored toga se truje i voda. Stoka je ovo na vlasti, treba skidati šljam što pre!!! A da ne pričam o ulasku Albanaca u Srbiju sa sve dozvolom da mogu da grade ovde, zgrade, kuce da otvaraju radnje itd itd.|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
Dinstaj|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
PUMPAJ !!!|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
Ne gladam Tv jer mi se gadi,tu istine na mrvice ima sve drugo je Propaganda izvorna|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
Ova Ćaci bezumnik će ostati obeležen dok je živ…. Derište ne shvata da će ga ovaj sram pratiti u stopu jer je sve snimljeno, scaki njegov korak i svaka njegova glupa reč!!!! Ne shvata da će ga biti stid i sram šyo je izdajnik medju svojim vršnjacima, kolegama, rodbinom i za šta…. Za šaku pokradenih evrića??? Vučić tog glupog Ćacia ne plaća iz svog džepa nego iz naših džepova…. DA BOG DA IM NAJ MILIJINA U NAJ MILIJI ČAS BILO SVE ONO ŠYO SU URADILI NARODU!|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
Opštine ustaju.|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
Vučiču napusti Srbiju,moli te i regija|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
Браво Пумпај Пумпајјјјјј Пумпајјј Хуље СНС Хоботнице Корумпитани мафијашки картела СНС картел мафијашки политички СНС Картел ЗлоЗла СНСОВЦИ НЕЧЕСТИВИ ЗЛИКОВЦИ ЗлоЗла које није задесило Србију до сада|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
Istina i mladost ce pobediti :)|https://www.youtube.com/watch?v=PDu79pMVRmw|PROTIV-VLASTI
Sendvič i dnevnica !! Ja sam bio na Kosmetu 98-99 . 16 .meseci ! Odrekao sam se ratnih dnevnica ! A oni plaćaju ćacilend|https://www.youtube.com/watch?v=pgwHjLgVtBA|PROTIV-VLASTI
A ne smeta ti sto je ulica i park kod skupštine zatvorena i sto je tamo novi zoološki vrt!!!!! To ti ne smeta????|https://www.youtube.com/watch?v=pgwHjLgVtBA|PROTIV-VLASTI
Mi nismo nikad ni izašli is goreg stanja, mi ga živimo decenijama, ono što nam infrastrukturno predstavljaju kao napredak nije u skladu ni infrastrukturno sa evolucijom našeg društva koje još duboko vezano za dinosauruse komunizma i očeve nacije, nama treba društvo multikulturno gde neće više nikad jedna partija moći da partizuje i privatizuje državu ,a jedan čovek donosi vam svojih nadležnosti sve odluke i krši ustav svoje zemlje i pravi je na taj način ranjivom. Mi nismo Robin Hud zemlja mi smo ozloglašena zemlja koja je puno grešila nažalost zbog onih koji su i dan danas a decenijama u našim životima smo ginuli, postali kriminalni , zločinci i genocidni nama treba država struke i nauke, prava i pravde i što se pre pomirimo sa realnošću mesto što sanjamo dogmaticne snove ,vreme je da se probudim konačno u 21 veku i izađemo is srednjeg I kanđa komunizma .|https://www.youtube.com/watch?v=pgwHjLgVtBA|PROTIV-VLASTI
I ja se prijavljujem da jašem ovu bitangu i spodobu iz Šarenika Vučićevića!|https://www.youtube.com/watch?v=QnRXZEgaHWs|PROTIV-VLASTI
Je,je..Isto tako na primer 5 godina zatvora dobije neki kao onaj bivsi vozac 95. iz Opova,a sada clan SNSa koji je u prolazu udario onu studentkinju koja je snimala telefonom ispred njihovog staba.Ona cetvorica sto su bejzbol palicama razbili studentkinji vilicu bi u Americi dobili 40 godina bez prava na zalbu za pokusaj ubistva,40 godina onaj sto je udario studentkinju u Ruzveltovoj,isto pokusaj ubistva,ona sto je nosila na haubi studentkinju isto pokusaj ubistva 40 godina..I sve na studentkinje jbt.Ne bi Milos Pavlovic imao boravisnu prijavu u parku..itd itd..Ali nije ti ovo Amerika.|https://www.youtube.com/watch?v=QnRXZEgaHWs|PROTIV-VLASTI
I treba bravo blokaderi sklonite onaj sljam i wc sto se nalaze isred skupstine pametnjakovicu|https://www.youtube.com/watch?v=QnRXZEgaHWs|PROTIV-VLASTI
A oni kriminalci u pionirskom parku......Vrati konju glavu Draganeeeee....|https://www.youtube.com/watch?v=QnRXZEgaHWs|PROTIV-VLASTI
Ispada, prema Vučićevim rečima, da je ovde bilo manje ljudi nego u Jagodini! Glup...|https://www.youtube.com/watch?v=rAiL1Lf7BFs|PROTIV-VLASTI
Banda je pucala našoj deci u leđa pred kraj tišine. Jasno vam je da odustajanje nije opcija, sami napred do SLOBODE ZLATNE !!!|https://www.youtube.com/watch?v=rAiL1Lf7BFs|PROTIV-VLASTI
Vučiću pogledaj ovo udji u sebe i razmisli Ako i malo imas ljudstva rećeš omladino svaka vam čast predajem vam Državu|https://www.youtube.com/watch?v=rAiL1Lf7BFs|PROTIV-VLASTI
Људскост и он. Не иде то заједно. Он је психопата која је спремна да спали државу, како би владао згариштем. Употреба звучног топа и то у моменту 15 минутног одавања поште људима које је убио његов бахати и гладни режим је доказ на шта је тај човек све спреман|https://www.youtube.com/watch?v=rAiL1Lf7BFs|PROTIV-VLASTI
Cim vas video sef se razboleo i topove pripremio sto nije ucinio ni jedan evropski lider cak ni ovaj u grckoj gde sve gori, nas ima visak mozga i pomracenje uma od ovolikog broja ljudi|https://www.youtube.com/watch?v=rAiL1Lf7BFs|PROTIV-VLASTI
Ovo nelici na obojenu revoluciju pusti narod da odlucuje idi vuce|https://www.youtube.com/watch?v=rAiL1Lf7BFs|PROTIV-VLASTI
Ima ovde najmanje milion ljudi,šta kažete izdajnici?ali ovi ljudi su srbi.nisu tu zbog vaših namera I ciljeva.|https://www.youtube.com/watch?v=rAiL1Lf7BFs|PROTIV-VLASTI
SVAKA POHVALA,ALI KRVNIK ŽVALAVI SE NEDA|https://www.youtube.com/watch?v=rAiL1Lf7BFs|PROTIV-VLASTI
Sta mu vrijedi kad mu prizori milionskog protesta govori da mu je odzvonilo i da na ove slike ne vijedi na silu se drzati vlasti|https://www.youtube.com/watch?v=rAiL1Lf7BFs|PROTIV-VLASTI
Badava, zvalavi i dalje vredja i ponizava. Dzaba ste krecili.|https://www.youtube.com/watch?v=rAiL1Lf7BFs|PROTIV-VLASTI
Svaka čast terajte picoustog i nek preda narodu sve sta je pokrao|https://www.youtube.com/watch?v=rAiL1Lf7BFs|PROTIV-VLASTI
Koriscenje bilo kog oruzja na mirne demonstrante je zlocin. Krajnje je vreme da postoji samo jedan zahtev, a to je ostavka onoga, koji se pita za sve i koji o svemu odlucuje.|https://www.youtube.com/watch?v=sp6Ul0M2WSw|PROTIV-VLASTI
Apsolutno se slažem. I što se tiče profesora i studentkinje. Ali kada jedan čovek ukrade celu Srbiju njihovo mesto je na ulicama. Da predvode narod. Kao ono najbolje što Srbija ima.|https://www.youtube.com/watch?v=sp6Ul0M2WSw|PROTIV-VLASTI
Eto vi koji ismejavate ljude uz vucka..Svi ljudi lazu samo vucko istinu prica..Kako ga nije sramota da laze..Sve vidno i cujno.Zlotvor od muke nije mogao da trpi da tolika masa ljudi u miru protestuje..Otrov od coveka..|https://www.youtube.com/watch?v=sp6Ul0M2WSw|PROTIV-VLASTI
Snajperi neka ga koknu! mogu oni to! ali velike pare su kod VUCICA KUPUJE I PLACA .POBITI SVE|https://www.youtube.com/watch?v=sp6Ul0M2WSw|PROTIV-VLASTI
Dovoljan dokaz sta je vlasti bila namera. Dole vlada|https://www.youtube.com/watch?v=sp6Ul0M2WSw|PROTIV-VLASTI
Ovo nije ni HItler radio svome narodu,za ovo bi morao biti uhapsen i da odgovara ,znaci narod ima za neprijatelja Vucica koji je na njih izvrsio teroristicki napad ..nije ga bilo briga za posljedice|https://www.youtube.com/watch?v=sp6Ul0M2WSw|PROTIV-VLASTI
Ajde bre veleizdajniče...idi van Srbije i tupi onu stvar...jeli preterujete...i izdajnicima neverujem ništa...Vi ste tuga Srbije...nažalost...|https://www.youtube.com/watch?v=sp6Ul0M2WSw|PROTIV-VLASTI
Vucicu Idi u Albanija pusti Srbe da sami resavaju svoje probleme. Nisi dobar voditelj.|https://www.youtube.com/watch?v=uLl6lxEjghw|PROTIV-VLASTI
Vama veruje samo onaj ko je slep i gluv najveci ste lazovi u istoriji Srbije doci ce vreme za placanje racuna i lustracije ovo su deca srbine neljudi jedni lazljivi|https://www.youtube.com/watch?v=yhSCF84N0wk|PROTIV-VLASTI
SRAM vas bilo ,Vučić je najveće zlo na balkanu|https://www.youtube.com/watch?v=yhSCF84N0wk|PROTIV-VLASTI
podržavate Vučkove zločine|https://www.youtube.com/watch?v=yhSCF84N0wk|PROTIV-VLASTI
Ahahaha mislite napad na studente od strane policije,istina se ne moze sakriti nisu vam ovo 90te. VIDIMO SE 15og Marta|https://www.youtube.com/watch?v=yhSCF84N0wk|PROTIV-VLASTI
KADA CE SNS ODGOVARATI ?? KAAADAAAA ???|https://www.youtube.com/watch?v=ZGXAiX8CRR8|PROTIV-VLASTI
Gospodin Vučevic pod ruku s predsjednikom izvinite se STUDENTIMA NI JEDAN ZAHTJEV NISTE ISPUNILI AKO KRENE VLADA NA STUDENTE ZBOG ONIH U PIONIRSKOM PARKU DAL STE SVJESNI DA SU GRAĐANI UZ NAŠU DJECU JEL VLADI BIO CILJ DA IZAZOVE NEMIRE SAMO NAPRED MNOGE DRŽAVE JEDVA ČEKAJU DA DOĐE DO GRAĐANSKIH NEMIRA AKO POCNETE HAPSITO POLA DRZAVE JE UZ STIDENTE STUDENTI IMA NAS VISE NEGO U VLADI A POLICIJA I VOJSKA SRBIKR JE SVAMA JEDINO PLACENICI IZ RS.MOGU NEŠTO DA URADE SVE PLACENICI|https://www.youtube.com/watch?v=ZGXAiX8CRR8|PROTIV-VLASTI
Nije država,to je banda.!!!!|https://www.youtube.com/watch?v=ZGXAiX8CRR8|PROTIV-VLASTI
Колико си ти пара ставио у џеп за продају Косова и Метохије|https://www.youtube.com/watch?v=2fMycdrmamw|PROTIV-VLASTI
OD KAD SI DOŠAO ALBANCI NA KOSOVU PEVAJU A SRBI KUKAJU!|https://www.youtube.com/watch?v=2fMycdrmamw|PROTIV-VLASTI
Издајниче|https://www.youtube.com/watch?v=2fMycdrmamw|PROTIV-VLASTI
Koji predsednik to je kradopredsednik!|https://www.youtube.com/watch?v=_aTeCJJH4No|PROTIV-VLASTI
Ološi samo da se preusmere na doživotno rudarenje bez izlaska na svetlost dana|https://www.youtube.com/watch?v=_aTeCJJH4No|PROTIV-VLASTI
Za 14 godina si napravio 2 skole u Bgu,nijedan most,a obecao ih 6...Onaj zuti Djilas za 5 godina mandata napravio 2 mosta ,8 skola otvorio samo za 3 godine,vrtice da i ne pominjemo,ambulante,biblioteke..ti biblioteke pogasio.|https://www.youtube.com/watch?v=_aTeCJJH4No|PROTIV-VLASTI
